id,completion,q1.acc,q1.accelerometry,q1.adehabitathr,q1.adehabitaths,q1.adehabitatlt,q1.amt,q1.animaltrack,q1.anipaths,q1.argosfilter,q1.argostrack,q1.bayesiananimaltracker,q1.bbmm,q1.bcpa,q1.bsam,q1.caribou,q1.crawl,q1.ctmcmove,q1.ctmm,q1.divemove,q1.drtracker,q1.embc,q1.feedr,q1.flightr,q1.geolight,q1.ggir,q1.hab,q1.hmmoce,q1.kftrack,q1.m2b,q1.marcher,q1.migrater,q1.mkde,q1.momentuhmm,q1.move,q1.movehmm,q1.movement,q1.movementanalysis,q1.movent,q1.movevis,q1.movewindspeed,q1.nparact,q1.pathtrackr,q1.pawacc,q1.physicalactivity,q1.probgls,q1.rbl,q1.recurse,q1.rhr,q1.rpostgislt,q1.rsmove,q1.sdlfilter,q1.sgat/tripestimation,q1.sigloc,q1.similaritymeasures,q1.simriv,q1.smam,q1.swimr,q1.t-locoh,q1.telemetr,q1.trackdem,q1.tracker,q1.trackit,q1.trackreconstruction,q1.trajdatamining,q1.trajectories,q1.trajr,q1.trip,q1.twgeos/bastag,q1.twilightfree,q1.ukfsst/kfsst,q1.vtrack,q1.wildlifedi,q2.acc,q2.accelerometry,q2.adehabitathr,q2.adehabitaths,q2.adehabitatlt,q2.amt,q2.animaltrack,q2.anipaths,q2.argosfilter,q2.argostrack,q2.bayesiananimaltracker,q2.bbmm,q2.bcpa,q2.bsam,q2.caribou,q2.crawl,q2.ctmcmove,q2.ctmm,q2.divemove,q2.drtracker,q2.embc,q2.feedr,q2.flightr,q2.geolight,q2.ggir,q2.hab,q2.hmmoce,q2.kftrack,q2.m2b,q2.marcher,q2.migrater,q2.mkde,q2.momentuhmm,q2.move,q2.movehmm,q2.movement,q2.movementanalysis,q2.movent,q2.movevis,q2.movewindspeed,q2.nparact,q2.pathtrackr,q2.pawacc,q2.physicalactivity,q2.probgls,q2.rbl,q2.recurse,q2.rhr,q2.rpostgislt,q2.rsmove,q2.sdlfilter,q2.sgat/tripestimation,q2.sigloc,q2.similaritymeasures,q2.simriv,q2.smam,q2.swimr,q2.t-locoh,q2.telemetr,q2.trackdem,q2.tracker,q2.trackit,q2.trackreconstruction,q2.trajdatamining,q2.trajectories,q2.trajr,q2.trip,q2.twgeos/bastag,q2.twilightfree,q2.ukfsst/kfsst,q2.vtrack,q2.wildlifedi,q3.acc,q3.accelerometry,q3.adehabitathr,q3.adehabitaths,q3.adehabitatlt,q3.amt,q3.animaltrack,q3.anipaths,q3.argosfilter,q3.argostrack,q3.bayesiananimaltracker,q3.bbmm,q3.bcpa,q3.bsam,q3.caribou,q3.crawl,q3.ctmcmove,q3.ctmm,q3.divemove,q3.drtracker,q3.embc,q3.feedr,q3.flightr,q3.geolight,q3.ggir,q3.hab,q3.hmmoce,q3.kftrack,q3.m2b,q3.marcher,q3.migrater,q3.mkde,q3.momentuhmm,q3.move,q3.movehmm,q3.movement,q3.movementanalysis,q3.movent,q3.movevis,q3.movewindspeed,q3.nparact,q3.pathtrackr,q3.pawacc,q3.physicalactivity,q3.probgls,q3.rbl,q3.recurse,q3.rhr,q3.rpostgislt,q3.rsmove,q3.sdlfilter,q3.sgat/tripestimation,q3.sigloc,q3.similaritymeasures,q3.simriv,q3.smam,q3.swimr,q3.t-locoh,q3.telemetr,q3.trackdem,q3.tracker,q3.trackit,q3.trackreconstruction,q3.trajdatamining,q3.trajectories,q3.trajr,q3.trip,q3.twgeos/bastag,q3.twilightfree,q3.ukfsst/kfsst,q3.vtrack,q3.wildlifedi,q4
163,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
164,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
165,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
166,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
167,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
168,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
169,100,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,Good,,,,,,,,,,,,,Good,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not enough,,,,,,,,,,,,,,NA,,,,,,,,,Important,,,,,,,,,,,,,Essential,,,Slightly relevant,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,Important,,,,NA,,,,,,,,,,NA,,,,,,,Intermediate: You use existing packages but you also write and optimize your own functions.
170,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
171,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
172,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
173,100,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,Don't remember,,,,,,,,,,,Don't remember,,,,,,,,,,,,,,,,,Don't remember,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,Slightly relevant,,,,,,,,,,,Slightly relevant,,,,,,NA,,,NA,,,,,,,,Slightly relevant,,Important,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,Advanced: You commonly use version control or contribute to develop packages.
174,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
175,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
176,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
177,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
178,100,Never,Never,Sometimes,Rarely,Often,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Sometimes,,,Don't remember,Don't remember,Excellent,,,,,,,Good,Good,,,,,Good,,,,,,,,,,,,,,,,Good,Good,,,,,,,,,,,,,,,,,,,,,,,Good,,,,,,,,NA,,,,,,Good,,,Important,Slightly relevant,Essential,,,,,,,Slightly relevant,Important,,,,,Important,,,,NA,,,NA,,,,,,,,,Essential,Important,,,,,,NA,,,NA,,,,,,,,,,,,NA,,Slightly relevant,,,,,,,,NA,,,,,,Important,Advanced: You commonly use version control or contribute to develop packages.
179,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
180,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
181,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
182,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
183,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
184,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
185,100,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Never,Often,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,Good,Good,Good,Good,,,Good,,,Good,Don't remember,,,,,Excellent,,,Excellent,,,,,,,,,Good,Don't remember,,,Excellent,Don't remember,,,,Don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,Slightly relevant,Slightly relevant,Slightly relevant,Slightly relevant,,,Slightly relevant,,,Important,Slightly relevant,,,,,Important,,,Important,NA,,,NA,,,,,Essential,Slightly relevant,,,Essential,Slightly relevant,,,,Slightly relevant,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,Intermediate: You use existing packages but you also write and optimize your own functions.
186,25,Never,Never,Often,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
187,25,Never,Never,Often,Often,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
188,100,Never,Never,Often,Often,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,Excellent,Excellent,Excellent,,,,,,,,,,,,,,,,,,,,,Don't remember,,,,,,,,,,,,,,,,,,,,,,,Don't remember,,,,,,,,,,,,,,,,,NA,,,,,,,,,Essential,Essential,Essential,,,,,,,,,,,,,,,,,NA,,,NA,Slightly relevant,,,,,,,,,,,,,,,NA,,,NA,,,,,Slightly relevant,,,,,,,NA,,,,,,,,,,NA,,,,,,,Advanced: You commonly use version control or contribute to develop packages.
189,100,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Often,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,Don't remember,,,,,,,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't remember,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,Slightly relevant,,,,,,,Important,Important,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,Slightly relevant,,,,,NA,,,,,,,,,,NA,,,,,,,Advanced: You commonly use version control or contribute to develop packages.
190,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
191,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
192,100,Never,Never,Often,Rarely,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Often,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,Excellent,Excellent,Excellent,,,,,,,,,,,,,Good,,,,,,,,Good,,,,,,,Don't remember,Good,Good,,,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,Important,Slightly relevant,Essential,,,,,,,,,,,,,Important,,,,NA,,,NA,Slightly relevant,,,,,,,Slightly relevant,Slightly relevant,Slightly relevant,,,Important,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,Advanced: You commonly use version control or contribute to develop packages.
193,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
194,100,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,Good,,,,,,,Good,Good,,,,,,,,,,,,,,,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,Essential,,,,,,,Essential,Important,,,,,NA,,,NA,,,,,,,,Important,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,Advanced: You commonly use version control or contribute to develop packages.
195,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
196,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
197,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
198,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
199,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
200,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,
